ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat,Sum_real
9/1/2012,761376.2606,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,0,0,0,647240.6781,799708.3165,761376.2606,761376.2606,720476.4738,760693
10/1/2012,761627.6738,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,0,0,0,576972.8096,728340.3262,761627.6738,761627.6738,651984.4654,726945
11/1/2012,761887.4675,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,0,0,0,541122.4129,695684.193,761887.4675,761887.4675,620420.0227,529401
12/1/2012,762138.8807,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,0,0,0,477953.9353,630064.6565,762138.8807,762138.8807,557081.3176,542493
1/1/2013,762398.6744,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,457182.9902,603196.0238,762398.6744,762398.6744,531367.4798,444994
2/1/2013,762658.468,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,486272.7318,638888.2541,762658.468,762658.468,562414.3752,475895
3/1/2013,762893.1203,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,787159.7915,930426.9149,762893.1203,762893.1203,857879.0529,569119
4/1/2013,763152.914,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,919963.9084,1068207.904,763152.914,763152.914,990997.4855,922779
5/1/2013,763409.3829,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,907117.2062,1053231.539,763409.3829,763409.3829,979487.2783,1001442
6/1/2013,763674.4007,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,822561.211,972652.2668,763674.4007,763674.4007,896284.0356,970577
7/1/2013,763930.8695,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,0,0,0,797719.0147,949776.289,763930.8695,763930.8695,875959.8203,906226
8/1/2013,764195.8873,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,0,0,0,701445.9655,844487.947,764195.8873,764195.8873,776317.0517,816635
9/1/2013,764460.9051,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,0,0,0,660452.3082,810218.7646,764460.9051,764460.9051,734119.9339,774143
10/1/2013,764717.374,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,0,0,0,589959.8073,742118.0605,764717.374,764717.374,664542.1728,715692
11/1/2013,764982.3918,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,0,0,0,534851.5068,686518.2115,764982.3918,764982.3918,608167.8983,781001
12/1/2013,765238.8606,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,0,0,0,469705.3583,616261.131,765238.8606,765238.8606,541847.5799,566991
1/1/2014,765503.8778,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,0,0,0,465288.1671,613842.5813,765503.8778,765503.8778,539057.1287,549689
2/1/2014,765768.8949,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,0,0,0,507220.4077,659780.263,765768.8949,765768.8949,583298.9202,532012
3/1/2014,766008.2653,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,0,0,0,792121.7379,936533.0897,766008.2653,766008.2653,860574.042,613454
4/1/2014,766273.2824,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,0,0,0,919202.6024,1064537.167,766273.2824,766273.2824,990496.9201,921182
5/1/2014,766529.7506,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,0,0,0,890024.3932,1036151.707,766529.7506,766529.7506,966873.8297,1028121
6/1/2014,766794.7678,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,0,0,0,825291.6674,974720.9755,766794.7678,766794.7678,899371.2594,993769
7/1/2014,767051.236,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,0,0,0,806039.1509,959432.9787,767051.236,767051.236,882217.4159,898218
8/1/2014,767316.2532,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,0,0,0,713934.4385,863794.3031,767316.2532,767316.2532,784599.714,891347
9/1/2014,767581.2703,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,0,0,0,668729.4994,817733.9998,767581.2703,767581.2703,747751.0815,734018
10/1/2014,765847.9186,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,0,0,0,600088.7261,754365.8832,765847.9186,765847.9186,674635.376,723481
11/1/2014,764056.7885,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,0,0,0,518742.3009,660865.5325,764056.7885,764056.7885,591469.7514,689339
12/1/2014,762323.4368,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,0,0,0,452711.8069,601208.4569,762323.4368,762323.4368,520995.7099,629950
1/1/2015,760532.3067,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,0,0,0,465943.4745,615743.8682,760532.3067,760532.3067,539334.677,526271
2/1/2015,758741.1766,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,0,0,0,524465.5146,670618.0332,758741.1766,758741.1766,594203.3201,626485
3/1/2015,757123.3817,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,0,0,0,777068.4176,923919.3694,757123.3817,757123.3817,850821.8224,617309
4/1/2015,755332.2515,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,0,0,0,907739.1014,1048513.589,755332.2515,755332.2515,975547.8749,878524
5/1/2015,753598.8998,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,0,0,0,866240.0819,1011494.95,753598.8998,753598.8998,938258.4934,1012515
6/1/2015,751807.7697,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,0,0,0,808604.8506,958337.6831,751807.7697,751807.7697,884696.2203,861833
7/1/2015,750074.4181,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,0,0,0,798816.8364,942814.9623,750074.4181,750074.4181,868590.1327,783597
8/1/2015,748283.2881,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,0,0,0,695974.2661,843554.9965,748283.2881,748283.2881,770889.4438,779661
9/1/2015,746492.158,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,0,0,0,665268.8049,811180.7748,746492.158,746492.158,737108.1594,757498
10/1/2015,744758.8064,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,0,0,0,588053.2753,735874.7153,744758.8064,744758.8064,661996.4752,771104
11/1/2015,742967.6763,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,0,0,0,474222.4683,628847.2401,742967.6763,742967.6763,554205.3346,679450
12/1/2015,741234.3247,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,0,0,0,406406.9909,557017.3558,741234.3247,741234.3247,482392.1831,621387
1/1/2016,739443.1947,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,0,0,0,449908.6104,599783.7177,739443.1947,739443.1947,524152.8969,573683
2/1/2016,737652.0646,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,0,0,0,515908.479,662831.0432,737652.0646,737652.0646,591177.9697,564096
3/1/2016,735976.4914,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,0,0,0,754089.1793,896647.8052,735976.4914,735976.4914,830941.0711,629786
4/1/2016,734185.3624,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,0,0,0,887135.9217,1042551.736,734185.3624,734185.3624,965256.0731,898010
5/1/2016,732452.0117,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,0,0,0,896118.2279,1039055.475,732452.0117,732452.0117,964291.5855,941585
6/1/2016,730660.8827,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,0,0,0,790901.4154,937553.283,730660.8827,730660.8827,863643.2833,901739
7/1/2016,728927.532,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,0,0,0,767033.2958,913616.8004,728927.532,728927.532,838036.5162,811438
8/1/2016,727136.403,7129.617432,7129.617432,7129.617432,7129.617432,7129.617432,7129.617432,0,0,0,661115.1942,804181.6516,727136.403,727136.403,734266.0205,790632
9/1/2016,725345.274,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,0,0,0,613290.073,758270.4324,725345.274,725345.274,684445.4872,715030
10/1/2016,723611.9234,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,0,0,0,547482.4699,686540.9202,723611.9234,723611.9234,613968.715,706142
11/1/2016,721820.7944,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,0,0,0,507399.0737,653582.0061,721820.7944,721820.7944,580353.3496,671742
12/1/2016,720579.5724,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,0,0,0,442082.135,587662.6054,720579.5724,720579.5724,515522.0093,609738
1/1/2017,719296.9764,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,416277.6696,561434.425,719296.9764,719296.9764,488265.7818,501551
2/1/2017,718014.3804,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,448626.8463,594075.0961,718014.3804,718014.3804,517770.2876,430794
3/1/2017,716855.9066,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,738534.8997,880705.4752,716855.9066,716855.9066,811841.8391,454852
4/1/2017,715573.3106,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,864324.6376,1015469.226,715573.3106,715573.3106,943417.8821,803001
5/1/2017,714332.0886,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,861564.7797,1003388.765,714332.0886,714332.0886,930409.9841,907194
6/1/2017,713049.4926,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,770013.0421,922808.5573,713049.4926,713049.4926,845659.1276,859300
7/1/2017,711808.2707,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,0,0,0,747222.2495,900235.303,711808.2707,711808.2707,823837.2215,798810
8/1/2017,710525.6746,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,0,0,0,650738.9815,796850.4338,710525.6746,710525.6746,722646.839,795329
9/1/2017,710419.8426,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,0,0,0,606402.7048,750639.1617,710419.8426,710419.8426,680078.8714,705069
10/1/2017,710317.4245,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,0,0,0,529387.6687,687668.7504,710317.4245,710317.4245,610142.2233,676554
11/1/2017,710211.5924,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,0,0,0,477225.9504,633006.7047,710211.5924,710211.5924,553397.0989,680403
12/1/2017,710109.1743,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,0,0,0,414170.9419,563047.9581,710109.1743,710109.1743,486717.8936,553749
1/1/2018,710003.3422,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,0,0,0,411311.3297,557159.8477,710003.3422,710003.3422,483556.5932,553889
2/1/2018,709897.5102,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,0,0,0,452212.0209,601209.2496,709897.5102,709897.5102,527427.5354,438255
3/1/2018,709801.9199,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,0,0,0,726320.7513,880568.114,709801.9199,709801.9199,804367.6967,544046
4/1/2018,709696.0879,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,0,0,0,859496.6132,1006656.99,709696.0879,709696.0879,933919.7256,810986
5/1/2018,709593.6698,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,0,0,0,831561.8361,987131.8508,709593.6698,709593.6698,909937.7489,944624
6/1/2018,709487.8415,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,0,0,0,769060.861,913131.7562,709487.8415,709487.8415,842064.333,965125
7/1/2018,709385.427,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,0,0,0,745957.2745,897085.7871,709385.427,709385.427,824551.6069,857227
8/1/2018,709279.5987,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,0,0,0,654909.9431,800755.267,709279.5987,709279.5987,726563.0595,822093
9/1/2018,709173.7704,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,0,0,0,611962.411,764683.8261,709173.7704,709173.7704,689343.5816,730276
10/1/2018,709071.3559,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,0,0,0,549455.9749,695301.5237,709071.3559,709071.3559,617858.8132,779031
11/1/2018,708965.5276,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,0,0,0,462517.7005,609438.8846,708965.5276,708965.5276,536378.4904,670599
12/1/2018,708863.1131,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,0,0,0,391193.5465,538842.56,708863.1131,708863.1131,467535.3862,633201
1/1/2019,708757.2848,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,0,0,0,411886.3254,558999.8181,708757.2848,708757.2848,487559.6551,453840
2/1/2019,708651.4564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,0,0,0,466895.8626,618798.2775,708651.4564,708651.4564,544113.6,444549
3/1/2019,708555.8696,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,0,0,0,723811.9268,878624.4857,708555.8696,708555.8696,802254.3103,531510
4/1/2019,708450.0413,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,0,0,0,852466.4769,997919.843,708450.0413,708450.0413,928665.6646,682734
5/1/2019,708347.6268,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,0,0,0,821508.2835,964637.3174,708347.6268,708347.6268,893007.2203,847757
6/1/2019,708241.7985,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,0,0,0,770865.8171,916395.0999,708241.7985,708241.7985,841130.249,894231
7/1/2019,708139.384,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,0,0,0,751072.9244,907107.616,708139.384,708139.384,826655.0986,843799
8/1/2019,708033.5557,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,0,0,0,656471.2716,805922.441,708033.5557,708033.5557,730639.7114,878301
9/1/2019,707927.7274,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,0,0,0,627889.1404,779048.5563,707927.7274,707927.7274,698543.7288,814801
10/1/2019,707825.3129,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,0,0,0,546404.0079,700995.0922,707825.3129,707825.3129,625062.9817,743367
11/1/2019,707719.4846,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,0,0,0,445657.4229,597004.4784,707719.4846,707719.4846,518957.1428,632548
12/1/2019,707617.0701,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,0,0,0,373841.3371,517414.2443,707617.0701,707617.0701,448774.9284,467413
1/1/2020,707511.2418,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,0,0,0,413438.2947,565758.9214,707511.2418,707511.2418,492220.944,325055
2/1/2020,707405.4135,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,0,0,0,484573.9596,634194.8055,707405.4135,707405.4135,560931.3185,388521
3/1/2020,707306.4128,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,0,0,0,723000.4191,876409.5543,707306.4128,707306.4128,802270.9925,453571
4/1/2020,707200.5845,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,0,0,0,862063.1855,1009388.096,707200.5845,707200.5845,938271.2953,558411
5/1/2020,707098.17,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,0,0,0,862933.2876,1010429.343,707098.17,707098.17,938937.7438,831832
6/1/2020,706992.3417,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,0,0,0,761784.9841,913569.9249,706992.3417,706992.3417,839974.7423,978616
7/1/2020,706889.9272,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,0,0,0,740820.7343,887523.2128,706889.9272,706889.9272,815998.9114,878518
8/1/2020,706784.0989,7129.617431,7129.617431,7129.617431,7129.617431,7129.617431,7129.617431,0,0,0,642820.5719,793192.2913,706784.0989,706784.0989,713913.7163,866843
9/1/2020,706678.2706,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,0,0,0,589185.2738,733724.1469,706678.2706,706678.2706,665778.4838,763960
10/1/2020,706575.8561,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,0,0,0,523048.3043,670786.1514,706575.8561,706575.8561,596932.6477,788793
11/1/2020,706470.0278,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,0,0,0,492254.5187,642494.452,706470.0278,706470.0278,565002.583,703685
12/1/2020,706367.6133,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,0,0,0,434925.8702,572417.0418,706367.6133,706367.6133,501310.0502,573549
1/1/2021,706261.785,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,400106.6356,544977.6824,706261.785,706261.785,475230.5904,552136
2/1/2021,706155.9567,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,429575.6149,574594.7934,706155.9567,706155.9567,505911.8639,483953
3/1/2021,706060.3698,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,726425.8419,873458.9319,706060.3698,706060.3698,801046.3024,495864
4/1/2021,705954.5415,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,856960.8122,1010529.589,705954.5415,705954.5415,933799.113,865542
5/1/2021,705852.127,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,841326.4085,996210.6718,705852.127,705852.127,921930.0225,954076
6/1/2021,705746.2987,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,769548.8783,915884.2737,705746.2987,705746.2987,838355.9337,961538
7/1/2021,705643.8842,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,0,0,0,740995.3659,892278.2447,705643.8842,705643.8842,817672.835,853142
8/1/2021,705538.0559,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,0,0,0,643319.8952,788140.8026,705538.0559,705538.0559,717659.2202,802715
9/1/2021,705432.2276,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,0,0,0,596544.2908,747557.6138,705432.2276,705432.2276,675091.2564,723718
10/1/2021,705329.8131,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,0,0,0,530941.6105,676930.1754,705329.8131,705329.8131,605154.6119,721770
11/1/2021,705223.9848,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,0,0,0,467321.6758,621543.1365,705223.9848,705223.9848,548409.4913,673859
12/1/2021,705121.5703,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,0,0,0,406369.8343,553150.5769,705121.5703,705121.5703,481730.2896,575058
1/1/2022,705015.742,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,0,0,0,402447.0896,559463.5796,705015.742,705015.742,478568.9929,490251
2/1/2022,704909.9137,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,0,0,0,445332.8475,601901.3296,704909.9137,704909.9137,522439.9389,657593
3/1/2022,704814.3268,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,0,0,0,719846.7483,867342.4574,704814.3268,704814.3268,799380.1036,619395
4/1/2022,704708.4985,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,0,0,0,857505.993,1001178.347,704708.4985,704708.4985,928932.1362,1128185
5/1/2022,704606.084,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,0,0,0,825357.5595,975803.6434,704606.084,704606.084,904950.1631,1252238
6/1/2022,704500.2557,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,0,0,0,760550.9049,907982.4351,704500.2557,704500.2557,837076.7473,1342205
7/1/2022,704397.8412,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,0,0,0,746825.0984,889782.7307,704397.8412,704397.8412,819564.0211,1196823
8/1/2022,704292.0129,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,0,0,0,643347.4934,793652.5944,704292.0129,704292.0129,721575.4738,1092480
9/1/2022,704186.1846,-19830.18879,-19830.18879,-19830.18879,-19830.18879,-19830.18879,-19830.18879,0,0,0,614113.8357,762467.9333,704186.1846,704186.1846,684355.9958,911128
10/1/2022,704083.7701,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,0,0,0,540675.103,694555.3139,704083.7701,704083.7701,612871.2275,882305
11/1/2022,703977.9418,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,0,0,0,459418.6419,606293.3587,703977.9418,703977.9418,531390.9047,860372
12/1/2022,703875.5273,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,0,0,0,388192.0531,539190.9348,703875.5273,703875.5273,462547.8004,733557
1/1/2023,703769.699,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,0,0,0,413242.5337,559807.216,703769.699,703769.699,482572.0693,633729
2/1/2023,703663.8707,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,0,0,0,464005.6548,611933.0606,703663.8707,703663.8707,539126.0143,
3/1/2023,703568.2838,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,0,0,0,718122.7032,875732.6995,703513.8966,703625.9046,797266.7246,
4/1/2023,703462.4555,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,0,0,0,843905.719,995357.9844,703169.3894,703903.7397,923678.0789,
5/1/2023,703360.041,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,0,0,0,813227.1709,965272.2881,702692.0396,704297.1505,888019.6346,
6/1/2023,703254.2127,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,0,0,0,760413.9279,910921.4937,701942.147,704928.3055,836142.6632,
7/1/2023,703151.7982,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,0,0,0,746700.6917,896873.6582,701229.5998,705444.7856,821667.5128,
8/1/2023,703045.9699,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,0,0,0,655398.914,802534.7309,700331.6756,706125.1576,725652.1256,
9/1/2023,702940.1416,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,0,0,0,620134.3961,771525.4316,699471.1978,706835.3233,693556.143,
10/1/2023,702837.7271,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,0,0,0,541756.5192,693323.103,698594.4121,707566.6888,620075.3959,
11/1/2023,702731.8988,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,0,0,0,436742.909,590642.7507,697460.7921,708331.9887,513969.5571,
12/1/2023,702629.4843,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,0,0,0,374373.4936,523055.7131,696253.8681,709131.6857,443787.3427,
1/1/2024,702523.656,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,0,0,0,419175.8775,562261.9962,694980.929,710342.7963,487233.3583,
2/1/2024,702417.8277,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,0,0,0,477747.4836,630566.3715,693820.4548,711630.5881,555943.7328,
3/1/2024,702318.827,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,0,0,0,720746.1028,878350.1969,692725.8616,713085.0357,797283.4067,
4/1/2024,702212.9987,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,0,0,0,855916.5999,1004157.389,691623.5543,714215.2471,933283.7095,
5/1/2024,702110.5842,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,0,0,0,860685.075,1015752.715,690458.5297,715371.8596,933950.1581,
6/1/2024,702004.7559,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,0,0,0,756738.0402,906808.4879,689288.5276,716797.2506,834987.1566,
7/1/2024,701902.3414,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,0,0,0,730173.2279,887632.2627,688274.7536,718471.7324,811011.3256,
8/1/2024,701796.5131,7129.617432,7129.617432,7129.617432,7129.617432,7129.617432,7129.617432,0,0,0,629687.8581,785772.4491,686866.5774,719953.9594,708926.1306,
9/1/2024,701690.6848,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,0,0,0,582483.0713,732723.09,685420.734,721279.2047,660790.898,
10/1/2024,701588.2703,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,0,0,0,515318.2121,669530.8898,683929.9758,722717.1676,591945.0619,
11/1/2024,701482.442,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,0,0,0,478666.3587,641686.1761,682656.0632,724307.7648,560014.9973,
12/1/2024,701380.0275,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,0,0,0,414866.1518,578868.625,681002.0361,726576.7165,496322.4644,
1/1/2025,701274.1992,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,391640.2775,546560.7422,679605.9818,728243.5679,470243.0047,
2/1/2025,701168.3709,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,417675.3405,580998.437,677942.122,728855.913,500924.2781,
3/1/2025,701072.784,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,721716.587,881474.8737,676264.2634,730593.4753,796058.7166,
4/1/2025,700966.9557,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,849641.8989,1014608.617,675130.2273,731989.2309,928811.5272,
5/1/2025,700864.5412,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,830676.3649,996266.2749,673220.6399,733087.1862,916942.4367,
6/1/2025,700758.7129,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,747198.2981,917154.7765,671204.2263,734638.5068,833368.3479,
