Date,mead_Evap_tavg,upperCRB_Evap_tavg,mead_Tair_f_inst,upperCRB_Tair_f_inst,mead_Rainf_tavg,upperCRB_Rainf_tavg,upperCRB_SoilMoi10_40cm_inst,upperCRB_SWE_inst
4/1/2012,0.000008240000000,0.00000977202574,293.5707583,281.4419005,0.000005915347333,0.000006200482048,52.48130498,0.2137111225
5/1/2012,0.000005220000000,0.00001196136290,299.4530417,286.1909778,0.000000983870967,0.000004698317925,46.31434146,0.03202228771
6/1/2012,0.000001630000000,0.00001045899721,304.1459917,292.3618771,0.000000007847222,0.000002199241632,37.35955723,0.0009296548224
7/1/2012,0.000005180000000,0.00001211303232,305.8431367,294.4174735,0.000007228158600,0.000012882080046,32.86078012,2.12E-05
8/1/2012,0.000008810000000,0.00000944004042,306.557095,294.0495377,0.000007116935500,0.000006614639300,33.47120745,3.32E-05
9/1/2012,0.000005450000000,0.00000578122931,302.7301917,289.1550753,0.000004288680483,0.000006899986947,31.68613696,0.001254968621
10/1/2012,0.000006740000000,0.00000550649562,294.9377333,281.6034227,0.000007430309100,0.000007048884794,34.99308685,0.314013784
11/1/2012,0.000003320000000,0.00000407779790,288.18422,275.891062,0.000006213055583,0.000005263055269,39.5649007,0.923891737
12/1/2012,0.000006270000000,0.00000453226065,281.763925,268.8999443,0.000011847647833,0.000007345755161,47.66402547,5.091319999
1/1/2013,0.000005600000000,0.00000477639964,279.3407133,264.598343,0.000008340927417,0.000001969436664,48.74783197,12.87882518
2/1/2013,0.000008010000000,0.00000762530054,282.5155983,267.1052731,0.000005669047633,0.000001848858716,51.03683106,9.582854085
3/1/2013,0.000011400000000,0.00001014991228,290.4094767,274.2990042,0.000011388239167,0.000004491508647,53.53542057,4.247243793
4/1/2013,0.000009780000000,0.00001272832491,293.470935,278.0429269,0.000004284513800,0.000009059350581,54.53519613,1.254455624
5/1/2013,0.000006240000000,0.00001523453951,298.2438833,285.0083018,0.000003915524150,0.000010258736832,49.8259888,0.1425133282
6/1/2013,0.000002310000000,0.00001042024948,305.2356817,292.2741315,0.000000674513878,0.000002305789750,38.46133424,0.0007050209229
7/1/2013,0.000006180000000,0.00001272469128,307.32884,294.9089193,0.000008300268833,0.000012989916856,33.81393568,9.16E-05
8/1/2013,0.000006860000000,0.00001257701071,305.3201183,293.0897261,0.000007661492000,0.000015733353023,36.51298504,0.0007950634395
9/1/2013,0.000012400000000,0.00001594452539,300.314075,288.5894281,0.000015094375000,0.000027665894402,49.51753636,0.04156223854
10/1/2013,0.000004870000000,0.00000855383919,291.8708283,279.3123385,0.000003809946233,0.000013085651744,57.53948722,0.5289110378
11/1/2013,0.000004600000000,0.00000415987177,286.76821,273.8761572,0.000014378194500,0.000005566718981,56.38330178,2.775955977
12/1/2013,0.000005190000000,0.00000473045218,280.0715033,266.0129763,0.000003767137000,0.000002534685014,59.79899635,9.63370225
1/1/2014,0.000004900000000,0.00000425342339,283.24589,268.221702,0.000005140255417,0.000001824430590,59.85032177,7.769752177
2/1/2014,0.000008080000000,0.00000724462334,285.877685,271.3921969,0.000006042782683,0.000004712926831,61.83608541,8.557190397
3/1/2014,0.000006210000000,0.00001083103722,289.4009867,275.3240488,0.000004889448817,0.000011299056873,63.13207341,4.796922919
4/1/2014,0.000007970000000,0.00001343474282,293.3718333,279.0241316,0.000003139444433,0.000006579772488,65.77166054,2.799486776
5/1/2014,0.000006220000000,0.00001845351693,298.2826867,284.8669193,0.000003471774300,0.000012792362038,58.18574184,0.2278643743
6/1/2014,0.000002100000000,0.00001641383543,304.0032667,290.5505035,0.000000945000020,0.000004002576701,45.49588745,0.003755578814
7/1/2014,0.000002470000000,0.00001422534879,307.0070633,294.7747743,0.000002856653267,0.000012047192607,37.28338706,7.31E-05
8/1/2014,0.000013300000000,0.00001695415756,304.1481167,291.6669964,0.000016835349000,0.000021659832628,41.47466703,0.0007576089908
9/1/2014,0.000006160000000,0.00001054446934,302.67412,289.6178748,0.000012944444333,0.000020971163690,45.76981172,0.007996338937
10/1/2014,0.000005520000000,0.00000844246334,296.20454,283.0380649,0.000000314650533,0.000004989906696,54.63248578,0.06982749042
11/1/2014,0.000001970000000,0.00000405648801,287.160765,273.4517773,0.000004082083167,0.000004038254009,51.09330586,0.9728474544
12/1/2014,0.000005130000000,0.00000443056095,282.3963533,270.2288219,0.000011689180167,0.000005089762453,53.55703597,5.07333935
1/1/2015,0.000004490000000,0.00000344601996,282.5216033,269.6415828,0.000007207997267,0.000004176500720,54.89338685,6.243774947
